,Run_mean
2406,66.1125
2408,113.86000000000001
2410,63.55
2428,66.8575
2429,63.35
2432,89.43749999999999
2446,65.1875
2447,68.24000000000001
2448,72.8725
2449,63.8675
2450,55.345
2452,72.725
2459,46.605000000000004
2461,63.262499999999996
2464,115.2075
2470,66.5825
2472,114.815
2479,55.817499999999995
2482,56.495
2486,55.085
2494,55.212500000000006
2523,40.0375
2528,113.17
2531,49.21
2534,66.115
2536,113.98499999999999
2548,88.25999999999999
2550,65.3075
2551,48.4975
2552,89.47
2556,88.9075
2565,110.4725
2570,78.7225
2576,125.1025
2577,115.6725
2596,121.505
2602,78.715
2608,125.125
2615,67.33500000000001
2619,67.925
2621,107.03999999999999
2629,79.6825
2638,107.22
2640,81.14
2650,79.0
2651,50.575
2659,46.355000000000004
2660,89.84
2663,46.075
2664,89.77
2665,51.165000000000006
2667,46.864999999999995
2671,46.8725
2673,77.24249999999999
2674,106.93
2675,72.9975
2676,120.46249999999999
2683,71.92999999999999
2685,78.4625
2688,88.3475
2692,83.505
2695,49.565
2697,52.495
2700,83.4925
2702,78.2875
2707,44.68
2716,91.095
2722,103.435
2731,60.2325
2734,107.185
2737,46.7875
2741,45.714999999999996
2749,45.695
2750,78.2425
2755,60.84
2756,120.67250000000001
2757,70.2425
2761,62.0675
2770,77.5325
2778,79.0025
2785,54.235
2789,62.8025
2790,106.3825
2794,103.82499999999999
2797,62.81
2801,54.265
2816,116.755
2824,116.6375
2827,68.88749999999999
2830,102.4825
2833,52.5025
2843,46.9525
2846,73.7175
2847,45.315
2848,86.73499999999999
2849,49.52
2855,40.53
2856,86.72749999999999
2857,49.5275
2858,70.64999999999999
2865,74.47749999999999
2868,120.525
2869,79.71000000000001
2878,102.55
2891,46.9775
2901,49.5175
2909,49.52499999999999
2912,116.835
2914,98.7225
2916,118.8675
2931,40.6475
2937,46.7925
2940,78.72500000000001
2946,100.4275
2947,57.97
2948,122.525
2949,70.2375
2953,62.0575
2962,74.4875
2971,40.6475
2975,40.665
2985,54.2375
2993,54.235
3002,98.685
3003,49.0575
3008,123.23
3009,89.23
3016,123.145
3035,48.1675
3045,83.87
3052,129.2425
3053,85.58250000000001
3059,48.13249999999999
3060,96.8675
3061,64.2875
3062,79.3825
3070,79.33
3073,79.25
3077,80.15
3079,68.08250000000001
3082,103.32
3091,67.735
3092,129.3875
3093,80.1225
3098,103.215
3099,67.8325
3102,102.97749999999999
3107,71.5925
3112,71.16250000000001
3115,71.13
3117,77.00500000000001
3120,64.305
3124,67.5875
3127,54.33749999999999
3130,54.7625
3131,56.49250000000001
3133,52.655
3145,45.78999999999999
3147,47.12
3151,47.089999999999996
3158,54.4825
3162,59.3925
3164,63.5925
3165,68.56750000000001
3166,54.5075
3168,44.7625
3176,58.832499999999996
3178,43.237500000000004
3179,47.0125
3180,60.34
3189,48.13
3195,40.53
3196,47.1475
3199,40.3825
3201,76.615
3204,70.275
3207,77.91
3216,58.075
3221,62.365
3225,58.9325
3230,57.0675
3234,53.425
3236,52.36
3251,68.85
3252,61.995
3254,57.385000000000005
3258,62.66
3261,71.4275
3266,43.4375
3273,52.6575
3276,48.497499999999995
3278,43.7525
3280,45.35
3288,45.49
3290,44.3125
3292,45.415
3296,75.63
3300,74.895
3303,63.404999999999994
3304,74.68499999999999
3306,68.355
3309,67.1425
3311,64.7025
3313,42.822500000000005
3314,54.5275
3317,42.8575
3318,55.6875
3320,69.33000000000001
3322,55.2575
3324,68.77250000000001
3327,47.425000000000004
3333,54.2975
3336,66.68
3338,59.805
3347,40.6275
3349,51.8175
3351,39.9225
3352,57.794999999999995
3354,42.574999999999996
3358,49.8475
3362,67.31
3364,70.0
3368,67.795
3370,66.745
3372,75.81
3373,60.6725
3376,55.74250000000001
3378,54.0625
3381,52.050000000000004
3382,54.482499999999995
3385,47.309999999999995
3400,63.925
3406,56.567499999999995
3414,41.88
3417,44.4675
3419,40.3775
3434,67.12
3435,54.417500000000004
3436,77.98249999999999
3442,59.385
3445,49.275
3446,54.125
3453,48.4
3455,46.09250000000001
3462,63.192499999999995
3465,59.06999999999999
3471,55.885000000000005
3475,39.4725
3477,52.86750000000001
3479,46.5875
3480,63.535000000000004
3484,60.4225
3487,46.325
3488,71.56
3497,78.8375
3507,53.55
3509,49.162499999999994
3514,49.529999999999994
3520,54.620000000000005
3528,59.2075
3531,42.8525
3532,59.02499999999999
3534,45.305
3539,68.82499999999999
3541,72.4125
3546,62.5975
3547,70.05000000000001
3548,76.2475
3555,52.3675
3556,57.342499999999994
3560,59.22
3564,59.17
3566,53.4775
3568,51.485
3583,44.47
3586,64.67250000000001
3587,58.942499999999995
3588,74.53999999999999
3589,59.582499999999996
3592,74.4175
3595,58.41
3606,50.55
3608,69.6525
3610,50.612500000000004
3612,69.1225
3617,60.4525
3625,66.0925
3629,61.6
3630,59.292500000000004
3631,61.655
3632,56.45
3636,57.76
3638,52.585
3641,48.145
3643,46.5225
3645,47.777499999999996
3649,52.035000000000004
3650,63.712500000000006
3658,62.935
3660,78.065
3662,58.355
3665,54.629999999999995
3666,62.815
3667,48.162499999999994
3668,70.3575
3670,59.44
3675,47.685
3677,55.97
3681,89.0575
3685,83.0175
3686,70.3425
3690,70.3525
3691,82.6725
3693,85.8625
3702,60.5
3705,64.275
3709,64.56
3714,56.832499999999996
3716,68.66
3726,57.0375
3731,42.32
3732,69.625
3736,69.7525
3739,41.9675
3744,87.405
3748,89.005
3753,85.27000000000001
3758,72.3525
3762,60.2325
3763,55.4
3772,72.08
3782,58.1475
3790,58.3475
3793,54.095
3801,54.614999999999995
3807,42.8425
3818,70.285
3830,60.6775
3840,72.6125
3844,71.3275
3847,50.47
3855,50.4675
3856,72.14750000000001
3865,49.1025
3870,48.2275
3875,66.3825
3880,91.9675
3882,73.5425
3885,75.8075
3893,58.260000000000005
3906,59.144999999999996
3907,40.2
3915,40.1725
3923,34.81
3924,73.06
3930,48.9425
3931,34.83
3935,34.825
3939,54.8975
3942,69.9975
3947,54.942499999999995
3961,54.065
3962,56.73499999999999
3963,33.192499999999995
3965,54.3275
3967,41.2425
3969,63.955000000000005
3974,71.5075
3983,55.645
3984,73.8425
3985,56.352500000000006
3995,33.5475
3999,41.707499999999996
4003,77.6125
4005,82.8025
4009,85.03
4011,76.60499999999999
4017,65.39750000000001
4020,64.5575
4026,57.0725
4027,50.7825
4029,64.5125
4041,85.2625
4047,72.61000000000001
4048,71.6225
4053,62.6525
4054,56.50000000000001
4055,48.755
4056,72.155
4060,72.10000000000001
4062,57.185
4066,63.8175
4067,59.43
4068,114.5125
4081,56.6925
4083,42.8275
4086,55.86
4087,42.8225
4089,57.25
4090,57.065000000000005
4093,57.2425
4098,65.36
4102,66.245
4114,56.525
4118,56.510000000000005
4121,57.527499999999996
4123,42.644999999999996
4124,72.14999999999999
4125,57.5375
4133,62.195
4135,50.635
4141,65.1
4143,50.39
4148,89.0775
4149,63.3175
4152,88.73999999999998
4154,65.9525
4155,50.62
4157,65.6525
4163,95.58749999999999
4174,81.795
4175,88.815
4184,96.305
4200,127.8275
4201,124.9025
4209,103.005
4216,99.5975
4218,63.6575
4221,94.69999999999999
4227,80.1925
4228,123.6575
4230,81.27
4238,81.745
4243,56.215
4244,96.13250000000001
4248,96.17500000000001
4254,61.5925
4258,81.23249999999999
4275,56.1075
4288,123.4975
4289,102.61249999999998
4292,123.63499999999999
4293,102.45
4296,126.8425
4297,107.0075
4305,81.935
4308,96.1575
4309,82.025
4310,61.6175
4313,82.9675
4315,48.025
4331,69.3225
4332,128.125
4340,99.22749999999999
4350,63.63
4351,48.0225
4364,126.995
4376,127.81
4378,77.7075
4388,123.3725
4389,106.96000000000001
4390,77.39999999999999
4394,77.82750000000001
4396,127.07499999999999
4400,123.7775
4401,112.16749999999999
4406,77.345
4412,128.51500000000001
4426,77.82000000000001
4432,123.555
4436,123.55
4437,102.67750000000001
4438,77.6175
4442,77.895
4447,66.4075
4452,117.9175
4453,80.7975
4454,105.5625
4455,85.425
4460,117.7975
4463,85.32000000000001
4465,53.5325
4472,102.0775
4473,53.5525
4476,99.25
4478,80.6425
4487,46.080000000000005
4491,47.0075
4496,112.8375
4501,83.855
4509,83.8475
4511,85.31
4513,55.1425
4516,80.585
4518,78.23750000000001
4532,84.3775
4533,46.61750000000001
4534,79.26249999999999
4536,84.3175
4537,46.6025
4539,47.725
4542,81.26500000000001
4543,47.715
4549,67.765
4557,67.75
4563,47.46000000000001
4565,46.86750000000001
4567,46.8475
4577,62.38250000000001
4579,63.582499999999996
4584,112.89500000000001
4598,78.305
4601,46.5175
4604,80.61
4611,54.067499999999995
4615,62.5
4618,104.56
4619,54.54
4625,54.18000000000001
4626,103.765
4628,113.79
4632,112.895
4634,104.95250000000001
4635,54.56
4638,109.14750000000001
4640,116.19250000000001
4644,117.8775
4645,80.7775
4651,76.315
4656,85.35749999999999
4662,76.2525
4665,53.557500000000005
4671,48.7875
4672,80.9525
4678,72.6
4683,41.682500000000005
4687,41.5675
4691,76.6125
4701,83.8725
4708,80.53999999999999
4709,52.557500000000005
4711,48.767500000000005
4717,52.545
4721,45.775
4723,41.675
4727,41.695
4732,82.7825
4733,45.77
4734,74.1725
4743,65.465
4752,85.38
4762,77.06
4765,46.887499999999996
4768,112.8625
4770,98.8125
4780,113.74
4792,83.0625
4794,75.16499999999999
4797,46.855000000000004
4799,42.41
4801,52.935
4807,58.185
4808,116.19749999999999
4817,54.1925
4820,113.7675
4821,62.972500000000004
4823,57.957499999999996
4824,112.925
4844,126.9125
4851,60.225
4853,68.125
4860,94.9575
4868,126.9025
4869,92.6375
4870,106.86
4877,92.42
4887,57.7475
4890,83.08500000000001
4891,59.81
4894,82.5975
4898,104.43
4903,75.67500000000001
4906,105.23
4912,95.2325
4913,64.10249999999999
4926,82.6
4929,89.1925
4931,79.3025
4932,126.5525
4935,75.68
4940,127.015
4944,97.63
4949,64.07750000000001
4962,104.28750000000001
4968,123.8975
4971,70.3725
4973,78.215
4981,78.31750000000001
4982,106.905
4984,123.9625
4985,78.78999999999999
4986,105.2575
4995,90.415
4997,92.88000000000001
5000,123.8425
5002,100.60499999999999
5004,126.5625
5021,68.045
5023,53.6575
5028,126.65
5032,124.12500000000001
5035,90.3475
5038,103.55250000000001
5044,98.05000000000001
5048,97.94000000000001
5049,72.00999999999999
5054,78.48
5057,89.13749999999999
5059,76.48
5060,126.865
5061,82.80000000000001
5064,124.01
5075,48.5875
5080,95.0875
5086,78.48
5090,100.595
5094,103.5175
5100,126.2475
5101,83.75
5102,103.4825
5105,64.1075
5106,78.445
5111,48.567499999999995
5112,97.8625
5113,64.1575
5120,124.0025
5121,78.5925
5126,103.475
5129,78.5475
5134,103.6075
5138,100.6975
5139,65.87249999999999
5141,78.2125
5142,103.55000000000001
5145,78.6675
5148,126.5375
5154,116.6925
5156,174.5025
5157,118.9025
5160,174.47500000000002
5162,116.5425
5164,174.45
5167,86.165
5169,126.685
5171,94.06
5172,177.4825
5173,118.88999999999999
5174,117.12
5175,86.17249999999999
5186,115.905
5188,174.46
5190,115.42750000000001
5192,174.4675
5193,120.76500000000001
5195,84.6375
5204,177.45000000000002
5209,120.755
5213,120.70250000000001
5217,102.30499999999999
5220,65.85249999999999
5236,49.99249999999999
5237,49.065
5239,39.824999999999996
5241,64.7075
5247,41.925000000000004
5252,43.879999999999995
5253,48.165
5259,41.0125
5280,72.885
5282,71.265
5283,87.04
5285,66.2575
5306,40.86
5311,36.4975
5312,37.45
5316,37.720000000000006
5317,38.480000000000004
5327,30.11
5330,35.165
5333,52.46
5335,40.1325
5341,48.3175
5342,35.0925
5343,40.1475
5344,76.71249999999999
5353,98.3
5359,59.69500000000001
5362,44.65
5363,55.9
5364,43.6075
5368,43.245
5371,55.947500000000005
5372,44.272499999999994
5377,49.8175
5379,40.3525
5382,40.155
5384,40.3425
5395,43.822500000000005
5404,38.565
5405,55.14
5407,42.489999999999995
5413,62.575
5418,67.8975
5431,33.724999999999994
5433,58.3825
5443,36.2
5445,36.7975
5447,28.712500000000002
5449,43.275
5450,33.9675
5451,36.295
5458,33.4225
5461,48.427499999999995
5468,34.519999999999996
5469,49.1875
5471,37.97
5480,69.04749999999999
5484,69.6575
5485,62.182500000000005
5490,42.43000000000001
5493,47.254999999999995
5499,41.9775
5500,50.129999999999995
5508,41.5825
5514,39.8475
5520,70.2575
5530,68.73
5533,52.127500000000005
5537,40.294999999999995
5538,39.3575
5539,36.205
5542,42.767500000000005
5546,39.435
5547,36.295
5555,31.0325
5556,37.745000000000005
5557,37.5225
5560,37.455
5564,37.8425
5571,60.519999999999996
5573,54.7375
5576,72.66999999999999
5583,51.475
5584,44.465
5588,45.0825
5589,46.1125
5590,49.502500000000005
5598,50.1525
5602,42.825
5607,34.555
5609,40.025
5613,40.957499999999996
5615,34.465
5620,58.9675
5621,53.037499999999994
5624,72.8725
5630,54.64000000000001
5631,45.335
5634,40.7025
5636,43.3725
5639,31.3925
5648,37.45
5656,37.4225
5657,34.665
5662,36.227500000000006
5673,54.2475
5676,71.8825
5680,46.6175
5681,47.10249999999999
5692,52.045
5699,35.72
5706,71.26
5710,59.9675
5715,30.6425
5721,35.98
5723,30.61
5724,41.905
5731,44.012499999999996
5737,52.00749999999999
5740,66.2225
5745,41.845
5746,46.195
5748,44.730000000000004
5756,45.940000000000005
5759,35.025000000000006
5770,71.67999999999999
5772,58.724999999999994
5779,30.6025
5785,33.72
5786,40.5225
5787,30.675
5791,30.5375
5796,67.35749999999999
5797,67.93
5801,103.505
5804,70.4825
5808,44.964999999999996
5809,77.5475
5812,50.72
5826,38.290000000000006
5829,46.9125
5846,41.76
5859,89.285
5874,46.292500000000004
5875,55.47
5880,44.1475
5889,52.0975
5890,41.535000000000004
5891,43.13249999999999
5895,34.7825
5896,42.4075
5898,41.61
5902,41.73
5906,41.152499999999996
5907,45.295
5910,41.19
5912,40.585
5913,57.715
5914,41.33
5915,44.227500000000006
5916,40.645
5917,57.71
5921,67.82000000000001
5924,68.85499999999999
5926,58.305
5929,65.74000000000001
5938,43.057500000000005
5940,51.925000000000004
5944,47.94500000000001
5945,54.67
5947,43.915
5960,44.295
5962,40.62
5963,34.9975
5964,44.3425
5976,72.705
5979,59.6325
5981,57.2175
5985,47.3525
5995,43.54750000000001
5998,52.6475
6001,40.0925
6004,42.120000000000005
6007,32.019999999999996
6009,40.112500000000004
6010,41.5375
6011,32.417500000000004
6012,41.8775
6020,68.895
6022,58.1275
6026,71.905
6027,44.5475
6031,42.9825
6035,34.7375
6042,43.49499999999999
6046,47.1475
6048,76.6725
6055,41.08
6058,71.9375
6060,66.6025
6064,44.470000000000006
6066,47.13
6068,44.85
6069,42.225
6080,68.7625
6082,55.055
6087,64.015
6091,91.74000000000001
6092,72.78
6095,64.19749999999999
6100,68.1475
6106,45.8075
6107,54.6975
6110,47.252500000000005
6112,50.82750000000001
6113,47.6375
6114,46.2775
6115,40.807500000000005
6118,46.9875
6127,33.387499999999996
6132,65.12
6135,56.2625
6136,60.7025
6141,63.7875
6154,38.7675
6158,39.52
6164,47.5275
6166,40.7125
6174,40.46
6175,27.7375
6192,56.212500000000006
6196,58.762499999999996
6202,46.0825
6203,54.12499999999999
6204,57.3275
6209,47.0775
6210,46.3575
6213,39.875
6216,50.55
6217,48.405
6225,90.6925
6228,61.044999999999995
6231,55.965
6232,59.07
6233,90.90750000000001
6234,48.275
6236,61.052499999999995
6238,47.6125
6240,45.415
6251,49.927499999999995
6252,45.599999999999994
6254,38.72
6261,36.655
6270,40.0975
6275,61.802499999999995
6276,72.5675
6298,45.379999999999995
6302,46.065
6304,49.160000000000004
6308,49.1875
6310,45.489999999999995
6311,32.9125
6312,48.612500000000004
6317,42.287499999999994
6318,45.7825
6320,59.455
6322,46.5475
6327,41.3975
6333,50.7075
6335,41.462500000000006
6343,26.065
6344,44.647499999999994
6350,37.9675
6351,26.1125
6364,45.755
6371,60.2075
6378,56.262499999999996
6382,58.4325
6383,48.157500000000006
6384,55.86
6388,58.29750000000001
6389,38.18000000000001
6391,33.1775
6393,44.255
6399,33.097500000000004
6400,49.6525
6406,45.512499999999996
6407,32.825
6412,49.5975
6413,42.2625
6423,41.4075
6424,58.23
6427,48.2175
6434,38.442499999999995
6438,38.64
6444,45.447500000000005
6448,46.31
6458,38.845
6459,26.4825
6464,66.80749999999999
6468,73.30499999999999
6470,58.855000000000004
6479,41.45
6483,33.6825
6484,68.82249999999999
6497,45.6975
6505,45.84
6521,36.0025
6525,35.92
6527,27.465000000000003
6529,49.24
6535,41.845
6537,49.495000000000005
6544,58.6425
6550,48.3875
6551,34.835
6552,59.5825
6555,34.66
6560,60.675
6565,45.885000000000005
6567,36.0625
6570,50.010000000000005
6589,35.5825
6590,40.0575
6595,91.25
6601,92.67
6603,90.1125
6604,72.055
6605,66.26
6616,65.7475
6617,57.66
6626,44.107499999999995
6628,49.33500000000001
6633,47.665
6639,31.2925
6640,66.32249999999999
6658,44.1725
6662,44.805
6666,44.6875
6667,53.25
6668,57.18
6672,49.89000000000001
6674,43.89
6682,43.6925
6690,51.50750000000001
6692,71.22
6697,62.625
6698,51.872499999999995
6701,51.932500000000005
6715,39.230000000000004
6719,31.11
6720,49.675000000000004
6723,30.165
6725,39.54
6731,30.134999999999998
6733,42.355000000000004
6738,53.9675
6743,45.417500000000004
6746,54.24
6766,44.295
6768,49.765
6771,30.72
6775,30.717499999999998
6784,66.2175
6787,43.6625
6788,73.78
6793,48.4525
6794,52.6075
6807,31.1625
6808,66.54750000000001
6810,44.9025
6818,54.7975
6819,42.629999999999995
6824,68.505
6828,72.835
6834,44.8
6835,31.42
6837,38.805
6838,45.515
6839,31.3675
6840,57.7825
6845,38.1875
6846,44.980000000000004
6847,31.250000000000004
6848,101.21000000000001
6856,102.515
6860,105.26750000000001
6875,50.2875
6883,77.8525
6884,88.1425
6888,88.1775
6895,55.7675
6897,70.42
6906,53.765
6908,69.51499999999999
6911,41.485
6914,60.665000000000006
6918,61.935
6922,60.112500000000004
